image_id,condition,worker_id,canonical_annotation_id,point_count,cluster,cluster_people
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W006,075417b5f26b1723,8,2,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W008,bf182260d97e72b4,8,1,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W010,82fb1dbda549df08,8,2,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W011,b2e72f1eccfff1ce,14,8,2
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W012,a3ab6a5900bc68ec,8,3,1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W013,0425a943a10eec7b,8,2,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W014,58c295ccb812be32,14,8,2
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W015,27dbf5c9cdf792b8,8,1,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W017,3aa0bf741c4b39c3,8,1,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W018,bf04983c0e9d6481,16,11,1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W021,c16f76b61a0c2732,8,1,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W027,1c503eddee825845,12,6,2
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W028,4646bfc46dc3b9ce,16,9,1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W029,bba1f0de8ac71831,8,1,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W030,925ff212fc8d9104,12,6,2
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W031,32eaa5e855ae90ee,10,4,1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W032,628f11c0e0520639,16,10,1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W033,ffa6a35684824582,8,2,6
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W034,7ed4383a08375303,12,7,1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W035,81feb0e35cc60306,10,5,1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,W036,f227fac3913dbc27,8,2,6
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W001,a95a266f291df244,6,1,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W002,302e82d117f96466,6,1,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W006,a1cf0e0701983318,16,14,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W008,e355ede0b8b5901b,8,3,3
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W010,b612f84b4f35345d,8,4,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W011,71640fc7f46c27a2,12,10,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W012,fe952ee7e370f555,12,11,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W013,66d1573179cf952a,8,4,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W014,b450be5b8a67bfb8,12,10,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W015,07302c287d4b5090,8,3,3
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W017,d02768af49547bb8,10,8,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W018,a75d738ce1b5070a,10,7,3
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W021,10226aeae3f84a35,8,3,3
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W027,3c0d8e75dd7d264b,16,15,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W028,4f42032dc8e4d665,10,9,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W029,4fc74fddb88c2f79,10,6,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W030,c683a325ea5ee59a,14,12,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W031,df388ca29d6f7cfd,10,7,3
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W032,6b1072abb5dd916d,10,6,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W033,1a361af7443afe0c,10,8,2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W034,d5317a10c026bfe9,8,5,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W035,f16402f852e68871,10,7,3
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W036,d936055bdc90a99f,6,2,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,W037,b73a313e28bc8976,14,13,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W001,f21c670566821ce7,6,1,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W002,073cc94b42351b56,6,2,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W006,7fb0a95bc36104b2,12,8,3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W008,1e1b8c35465d660f,12,9,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W010,41e737f6263bbfeb,8,3,5
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W011,38910f3666756937,8,3,5
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W012,20d050e0b509265b,16,13,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W013,8e34950e31c52b48,8,3,5
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W014,508134982b91e8e9,8,3,5
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W015,e65fb66189e53aac,12,8,3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W017,8487d3e12302f924,8,3,5
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W018,721a520d404a0fa2,18,15,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W021,3215104ad30d7a69,12,8,3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W027,ce40f36eeedc9a01,28,16,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W029,1b879ed2a0ea3317,8,4,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W030,206017d68554e4ce,18,14,2
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W031,fa7addab96927ce3,10,7,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W032,07747ea3bdc5ada7,14,11,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W033,db489e7008420f6d,18,14,2
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W034,b3c8f9e27d75e1bb,8,5,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W035,3c003832cc2ac4bd,14,12,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W036,55864e5d3184dff1,8,6,1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,W037,2e83f114eec9c41b,12,10,1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W001,825443a016547c50,10,1,1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W002,f675c9fafc654a6c,10,2,1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W006,6e96384968cba7c3,12,4,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W008,de16a61e2d1bb437,14,8,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W010,3f318bc60bc47bf0,12,4,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W011,e86414515027abd0,12,6,1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W012,3f3f55f16eac83df,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W013,9275a01dcd852002,12,4,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W014,2f0ae1d7e22229cf,14,7,3
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W015,c7fde7efc3f1dc23,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W017,99be57a4c1340446,12,4,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W018,2dfcccbef445d8fb,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W021,707a9a5e46075152,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W027,fa807ea5905340d9,12,5,1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W028,5f286f5426b982a7,14,8,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W029,233568c89e42b8bb,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W030,f14cfdfa014f4398,14,8,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W031,47e21b5afd7c7b77,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W032,809d1c3be329e98c,14,8,4
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W033,8edf1145794bfd4f,14,7,3
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W034,37d740ea8d0d8493,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W035,fe83d3b0d2bab0e8,14,7,3
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W036,1d83c0fba980b573,12,3,8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,W037,3c1e685ec9863c21,14,9,1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W001,ed5e4f015fa0d901,8,4,2
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W002,87ae4a7914c286d3,8,3,6
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W006,85294dbf7076ca4e,8,1,5
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W008,261aed6164dd9545,8,1,5
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W010,869aad6dd78196cb,8,1,5
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W011,211b575736ba7cb9,8,5,4
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W012,763a991b9dfc8696,8,7,1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W013,6681edbb9d5aa59e,8,6,3
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W014,6529ecbbe65e0c15,8,5,4
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W015,0e38d607092eec6b,8,3,6
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W017,8da7070a8e45a7f6,8,4,2
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W018,62163345e9e1cb8c,8,6,3
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W021,3217ba603e509151,8,3,6
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W027,231407e1e3c26cd5,8,1,5
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W028,8027f25bb7a20f48,8,1,5
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W029,903b5a5e0659aed8,8,3,6
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W030,8b23be1612a348e0,8,2,2
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W031,a90f0bb541345d69,8,5,4
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W032,710745da69e1f9af,8,3,6
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W033,180879c05acf67a9,8,2,2
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W034,98fd9fa5115fc41a,8,6,3
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W035,8de2872c37caa579,8,3,6
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,W036,1b673a15fccbeffc,8,5,4
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W001,815fd216217c1154,8,5,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W002,d7eb958cdac4d365,8,4,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W006,342e487f437ad89a,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W008,11628957a40ead2f,8,3,4
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W010,99b98c71c8ac6cd8,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W011,f08c6262c07aaaf7,8,6,2
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W012,782abfe913b39a78,8,1,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W013,4d93146011879ad3,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W014,589afb1182c4df73,8,6,2
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W015,dcef5de556c4238a,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W017,4ae9cc8453c6eec8,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W018,4256a770bc409d70,8,2,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W021,dc7be2ac3c7daaf6,8,3,4
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W027,301e8f57605f360a,8,3,4
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W028,e41dccd543530b6f,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W029,8e954e66e20c6ba3,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W030,06f95fe563212fba,8,7,8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W031,9515ea81d3b7d5f0,16,12,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W032,0ffa405d9cace672,28,13,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W033,975981eecffd896f,8,3,4
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W034,b4a28e4583d9d910,10,8,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W035,bf730d2c56f61535,14,11,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W036,16f25622c221fa4c,12,9,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,W037,208a71d158c92f4e,12,10,1
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W001,9d8133aea50c53da,20,8,2
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W002,fc956ea5464e4cf4,20,8,2
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W006,657bd2d38326367d,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W008,87273c75a3b5848a,16,5,4
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W010,5fa48d2e923993dc,8,1,2
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W011,126f3e3ce4b1ec93,8,2,1
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W012,d7ab9ebe988576d6,16,7,1
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W013,0b321a16596ae822,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W014,8819f603580ef482,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W015,52fb14ffbe0d009b,16,5,4
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W017,1e4c5581862be896,8,1,2
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W018,2f75e3649fc3b4c0,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W021,116cb223e7dedec6,16,5,4
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W027,dfc2adf2a47dc7de,16,5,4
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W028,94d5b679bc8ce596,14,4,2
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W029,b96ca0dd7857cd2e,14,4,2
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W030,8abf96e80a8cd151,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W031,e1bc1262947c9c43,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W032,e27f9f848d185dab,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W033,75ac866c71693e71,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W034,78885c3d5cd19c4f,16,6,10
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W035,0d08611aee0cdf4f,12,3,1
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,W036,3785ebbd5dc8b7ea,16,6,10
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W001,db7fe64b7313a46c,10,3,3
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W002,4bd3e31c9163b33e,10,3,3
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W006,c0a0ce605d24562d,12,4,3
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W008,af3a3ae0ae425dc4,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W010,0efd0a0c1939749b,8,1,1
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W011,f28720a75aaab159,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W012,6699db74821a919e,12,4,3
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W013,645c492a9b5d25b7,12,4,3
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W014,5ca409caedd3314a,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W015,6023152b323bf630,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W017,ec7d0001d6230fed,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W018,1d46ee3a30918343,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W021,30ecdd5e143c3161,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W027,cea51349a3124994,16,6,1
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W028,58edb835d70cc5d5,18,7,1
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W029,5f22a20aed0c1249,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W030,7960004dcebf26f0,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W031,ab49c95c36db8e18,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W032,5fcc3f74a0e93344,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W033,9a6969085af7949d,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W034,291c09a624cd8f99,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W035,a66f7b0846ec88b0,12,5,14
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W036,58575767b314c57c,8,2,1
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,W037,30c6234c4303f3ef,10,3,3
