task_id,annotation_id,annotator_id,dataset_group,default_gate_pass,default_gate_reason,selection_pass,selection_reason,selection_origin,tim_rule_default_gate_pass,tim_rule_in_scope,tim_rule_layout_usable,tim_rule_type4_flag,tim_rule_meta_guard_rejected,tim_rule_active_time_fallback,tim_t_included,tim_i_included,tim_m_included,tim_highest_tier,tim_scope,tim_scope_rule,tim_downgrade_reason,tim_reason_chain,tim_mapping_rule_version,tim_mapping_spec_version
628,200,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
629,201,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
630,202,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
631,203,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
632,204,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
633,205,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
634,206,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
636,207,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
638,208,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
640,209,1,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
641,210,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
643,211,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
644,212,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
645,213,1,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
646,214,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
653,215,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
654,216,1,Pilot,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
655,217,1,Pilot,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
657,218,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
658,219,1,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
660,220,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
