panorama_identity,building_scene_id,split,stage,candidate_annotation_id,worker_id,descriptor_source,geometry_rule_manifest,reads_gt,reads_reference,reads_quality,parse_status,parse_reason,point_count,layout_corner_count,point_count_even,pairing_valid,duplicate_x_absent,top_floor_order_valid,topology_valid
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,a7cd831fc464ecea2892,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,f52f3c5633b4d227b132,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,7ac0106c722944ffcdb5,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,78dc36e89fc34111fd75,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,036f0b79fcb891d33e1d,28,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,e4af7c47e67b1c37bb93,29,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,ad2a6827eaaf625d72c4,30,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,f2617cc49b4c3cd19938,31,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,27d6bc8646fb2b446424,32,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,48a03efd0568d764b14c,33,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,23f6609f87c66a85d17b,34,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,9971c6aae0055fa67213,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,f447db699b5c09a195ce,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,4f044fa1f2070a2eeaa3,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,d9c1add75dab8315cd34,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,2de8896d2c2ea564fd37,28,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,42264e54a01908d81bbe,29,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,acb3d20a4fb6e211d3b1,30,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,b7393a16aa19bd7f1989,31,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,88b2b69f04caf44309bc,32,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,93cf3ac259facb9e83dc,33,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,c53730832245059ca129,34,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,0e09f3e9552514dbad74,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,45865dabe049ebace6d2,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,432c6ebaa6bb7a54b3a9,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,cbd801dc08d6ed3f53b9,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,18,9,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,a8f02e5f6ff661b1a6ea,28,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,7554850145efa35545ae,29,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,4cec1169f91d22cfd064,30,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,87633c987c28cc7b24da,31,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,e41654f88d1993dc3e61,32,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,16,8,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,94b9a12a91240fae6082,33,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,d07650e36d67becee157,34,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,c8ea10e8b26d4fa2d90b,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,ad5f99c1a3eb5c22dcef,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,0b276bc0087988e64912,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,f155c5b328bfdbe59187,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,18,9,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,00df94cb0e7cc21280ba,28,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,1d1473ea45cef547d01e,29,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,4203b3767e3303cffd5c,30,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,063a5ec4d91eccc8b4c3,31,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,8b3873aaa11c92de279f,32,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,511d41c2a1ae8135d56a,33,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,1892d2228413184cfbd6,34,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,b341f546633829a990db,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,90b1682c716df1046edd,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,74ec5ab0599eaeaf4719,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,98f815cef49de82c7449,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,eb7401f8c6a2d74124c0,28,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,16,8,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,a2dd65d0b594bb9212ac,29,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,1b06bf8a8b92fca18545,30,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,fc858eb54d55668285a1,31,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,100cc9a45d0a0f994238,32,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,2f1944702583d6eb6860,33,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,16,8,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,7316a2901ae455c12625,34,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,f048b9e4877b4a6cc5d6,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,b93da0bbe5ffb848a0c6,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,16,8,True,True,True,True,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,2976993fc059101f9e6a,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,266064e3bd9d27c4efda,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,16,8,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,8f2f8f8bfdaec3360646,28,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,c7aeb60e2d3b55c2a7dc,29,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,597362d2aa07f7db8a02,30,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,aaa2559a6db59dcb28a0,31,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,81cd8395dbe20dc23478,32,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,16,8,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,02946d1a59a1cfe17aef,33,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,18,9,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,cd7adf8eb45b561bc952,34,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,f26a8da3bc451c32cde9,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,18,9,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,f765bc60ba41307a048f,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,354632cf039452bb7976,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,18,9,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,0a79e9b207c32db39202,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,64a7b681289e1d9e5c28,28,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,12,6,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,0ba3c33cb0e05abf58ae,29,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,e0a58597afa7f260d97e,30,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,d704f69a1c7c5327e638,31,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,c6821c31452459c11f75,32,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,ea7f2a3fdcd3a9d42d55,33,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,9d17cd836d7fc38ad108,34,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,1f84dbf5541abdd7a52b,35,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,14,7,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,35e84449b82da019aab5,36,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,303a694734e00bd95c83,37,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,10,5,True,True,True,True,True
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,7392408a228d29c44684,27,formal_normalize_geometry_v1,docs/thesis_main/geometry_loo_candidate_rule_manifest_v1.json,False,False,False,valid,,8,4,True,True,True,True,True
