task_id,annotation_id,annotator_id,base_task_id,normalized_title,title,image,total_annotations,total_predictions,runtime_condition,task_join_status,matched_registry_uid,matched_registry_candidate_count,planned_stage,planned_condition,dataset_group,source_pool,schema_version,annotation_created_at,annotation_updated_at,raw_field_profile,raw_choice_fields,quality_choices,scope_choices,difficulty_choices,model_issue_choices,tool_issue_choices,normalized_scope,normalized_difficulty,normalized_model_issue,scope_missing,difficulty_missing,model_issue_missing,is_oos,is_fail,lead_time_seconds,geometry_present,result_count
474,75,4,unb9qfrl6hy_8b6f1b0b025848b482e747ab6a027b97,unb9qfrl6hy_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,4,1,semi,unmatched,,0,,,,,v2_structured,2026-01-16T08:53:54.852709Z,2026-02-09T07:42:15.971671Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,low_texture;residual,corner_drift;corner_duplicate,,normal,low_texture;residual,corner_drift;corner_duplicate,False,False,False,false,false,33.315,True,16
475,41,3,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2jmjhgnzb_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.png,4,1,semi,matched_by_title,stage1_prescreen_manual:24,1,prescreen_manual,manual,PreScreen_manual,prescreen_manual,v2_structured,2026-01-14T12:47:03.705579Z,2026-01-14T12:47:03.705604Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,occlusion;low_texture;residual,fail,,normal,occlusion;low_texture;residual,fail,False,False,False,false,true,82.489,True,11
475,76,4,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2jmjhgnzb_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.png,4,1,semi,matched_by_title,stage1_prescreen_manual:24,1,prescreen_manual,manual,PreScreen_manual,prescreen_manual,v2_structured,2026-01-16T08:54:37.981885Z,2026-02-09T07:42:52.866859Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,occlusion,corner_drift;fail,,normal,occlusion,corner_drift;fail,False,False,False,false,true,59.473,True,11
476,42,3,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,unb9qfrl6hy_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:67,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-01-14T12:49:08.557536Z,2026-01-14T12:55:02.364477Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,oos_split_level,low_quality;residual,corner_drift,,oos_split_level,low_quality;residual,corner_drift,False,False,False,true,false,155.877,True,19
476,77,4,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,unb9qfrl6hy_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:67,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-01-16T08:58:48.312473Z,2026-02-09T07:43:15.370999Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,oos_split_level,residual,corner_drift;corner_duplicate;fail,,oos_split_level,residual,corner_drift;corner_duplicate;fail,False,False,False,true,true,259.336,True,20
477,32,2,unb9qfrl6hy_aed830f085ee4ad88ef6bed7f66f1359,unb9qfrl6hy_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,4,1,semi,ambiguous,,2,,,,,v2_structured,2026-01-09T13:21:13.856480Z,2026-01-17T13:11:13.475801Z,difficulty;scope,difficulty;scope,,normal,occlusion;low_quality;residual,,,normal,occlusion;low_quality;residual,,False,False,True,false,false,128.211,True,10
477,43,3,unb9qfrl6hy_aed830f085ee4ad88ef6bed7f66f1359,unb9qfrl6hy_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,4,1,semi,ambiguous,,2,,,,,v2_structured,2026-01-14T12:50:41.368238Z,2026-01-16T03:00:29.313449Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,occlusion;low_texture;residual,corner_duplicate,,normal,occlusion;low_texture;residual,corner_duplicate,False,False,False,false,false,105.164,True,11
477,78,4,unb9qfrl6hy_aed830f085ee4ad88ef6bed7f66f1359,unb9qfrl6hy_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,4,1,semi,ambiguous,,2,,,,,v2_structured,2026-01-16T08:59:02.543714Z,2026-02-09T07:43:34.219602Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,occlusion,corner_drift;corner_duplicate;fail,,normal,occlusion,corner_drift;corner_duplicate;fail,False,False,False,false,true,28.059,True,16
478,97,1,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,q9vso1vncic_5deeec8cee844e6e9899bfff35b06f5d,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d.png,1,1,semi,matched_by_title,stage3_validation_semi:23,1,validation_semi,semi,Validation_semi,validation_semi,v2_structured,2026-02-09T07:43:45.899245Z,2026-02-09T07:43:45.899261Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial;occlusion,acceptable,,normal,trivial;occlusion,acceptable,False,False,False,false,false,10.116,True,16
479,33,2,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zr4mvmww7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:23,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,legacy_quality_only,2026-01-09T13:23:17.291886Z,2026-01-09T13:23:17.291901Z,quality,quality,normal,,,,,,,,True,True,True,false,false,3.13,True,10
479,44,3,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zr4mvmww7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:23,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-01-14T12:51:20.822123Z,2026-01-14T12:51:20.822138Z,scope,scope,,normal,,,,normal,,,False,True,True,false,false,15.603,True,10
479,79,4,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zr4mvmww7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:23,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-01-16T08:59:39.311677Z,2026-02-09T07:44:04.469744Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,low_texture;seam,corner_drift;corner_duplicate;topology_failure;over_parsing;fail,,normal,low_texture;seam,corner_drift;corner_duplicate;topology_failure;over_parsing;fail,False,False,False,false,true,49.299,True,12
480,34,2,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zr4mvmww7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:84,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,legacy_quality_only,2026-01-12T04:51:45.227057Z,2026-01-12T04:51:45.227072Z,quality,quality,normal,,,,,,,,True,True,True,false,false,11.456,True,10
480,45,3,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zr4mvmww7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:84,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-01-14T12:54:08.823237Z,2026-01-14T12:54:08.823252Z,model_issue;scope,model_issue;scope,,normal,,corner_drift,,normal,,corner_drift,False,True,False,false,false,159.591,True,11
480,80,4,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zr4mvmww7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:84,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-01-16T08:59:57.243183Z,2026-02-09T07:44:24.228298Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,seam;reflection,corner_drift,,normal,seam;reflection,corner_drift,False,False,False,false,false,29.846,True,11
481,98,1,wc2jmjhgnzb_ec04ef10a0664e94878aa2d0f1720c2f,wc2jmjhgnzb_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.png,1,1,semi,unmatched,,0,,,,,v2_structured,2026-02-09T07:44:43.477698Z,2026-02-09T07:44:43.477715Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,reflection,corner_drift;over_parsing,,normal,reflection,corner_drift;over_parsing,False,False,False,false,false,17.797,True,16
482,99,1,unb9qfrl6hy_ba24e5a57ef34c6dbc0458ed4c1e701d,unb9qfrl6hy_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.png,1,1,semi,unmatched,,0,,,,,v2_structured,2026-02-09T07:45:09.472585Z,2026-02-09T07:45:09.472602Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,oos_open_boundary,seam;residual,overextend_adjacent;corner_drift;corner_duplicate;topology_failure;over_parsing;fail,,oos_open_boundary,seam;residual,overextend_adjacent;corner_drift;corner_duplicate;topology_failure;over_parsing;fail,False,False,False,true,true,24.687,True,32
483,100,1,rpc6dw4imge_0a84204ae666476f97095e784a772323,rpc6dw4imge_0a84204ae666476f97095e784a772323,rPc6DW4iMge_0a84204ae666476f97095e784a772323.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_0a84204ae666476f97095e784a772323.png,1,1,semi,unmatched,,0,,,,,v2_structured,2026-02-09T07:46:15.545192Z,2026-02-09T07:46:15.545208Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial;occlusion,acceptable,,normal,trivial;occlusion,acceptable,False,False,False,false,false,64.527,True,12
484,101,1,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,x7hymhznoso_a59d092e0c50479089a85c2b36dd6d20,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20.png,1,1,semi,matched_by_title,stage3_validation_semi:55,1,validation_semi,semi,Validation_semi,validation_semi,v2_structured,2026-02-09T07:46:30.166715Z,2026-02-09T07:46:30.166733Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial;occlusion,acceptable,,normal,trivial;occlusion,acceptable,False,False,False,false,false,12.948,True,12
485,102,1,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,wc2jmjhgnzb_6e491bc8576345bda3cdde9ab216b7be,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.png,1,1,semi,matched_by_title_condition,stage3_semiauto_test:1,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-02-09T07:46:41.258725Z,2026-02-09T07:46:41.258742Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial,acceptable,,normal,trivial,acceptable,False,False,False,false,false,10.008,True,12
486,103,1,wc2jmjhgnzb_ea42bf32a1984ae399c9f96d9b62b635,wc2jmjhgnzb_ea42bf32a1984ae399c9f96d9b62b635,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635.png,1,1,semi,ambiguous,,2,,,,,v2_structured,2026-02-09T07:46:50.472388Z,2026-02-09T07:46:50.472403Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial;occlusion,acceptable,,normal,trivial;occlusion,acceptable,False,False,False,false,false,7.577,True,12
487,104,1,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,unb9qfrl6hy_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.png,1,1,semi,matched_by_title,stage3_gold_manual:17,1,gold_manual,manual,Gold_manual,gold_manual,v2_structured,2026-02-09T07:47:02.808147Z,2026-02-09T07:47:02.808165Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial;occlusion,acceptable,,normal,trivial;occlusion,acceptable,False,False,False,false,false,11.336,True,12
488,105,1,uwv83hsgsw3_a497aa9041fd41b3b5e6f3cab0849f98,uwv83hsgsw3_a497aa9041fd41b3b5e6f3cab0849f98,UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.png,1,1,semi,unmatched,,0,,,,,v2_structured,2026-02-09T07:47:15.307276Z,2026-02-09T07:47:15.307294Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial;occlusion,acceptable,,normal,trivial;occlusion,acceptable,False,False,False,false,false,11.28,True,12
489,106,1,wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6,wc2jmjhgnzb_2880c0784aa0462a8070b30416752de6,wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6.png,1,1,semi,matched_by_title,stage3_gold_manual:14,1,gold_manual,manual,Gold_manual,gold_manual,v2_structured,2026-02-09T07:47:26.221705Z,2026-02-09T07:47:26.221725Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,occlusion,acceptable,,normal,occlusion,acceptable,False,False,False,false,false,9.895,True,12
490,107,1,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,e9zr4mvmww7_1f8ee74dbb254dff85771776279eae94,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94.png,1,1,semi,matched_by_title,stage1_prescreen_manual:28,1,prescreen_manual,manual,PreScreen_manual,prescreen_manual,v2_structured,2026-02-09T07:47:34.093276Z,2026-02-09T07:47:34.093296Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,occlusion,acceptable,,normal,occlusion,acceptable,False,False,False,false,false,6.858,True,12
491,35,2,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,unb9qfrl6hy_26b3b14f6ce047489259ab14d131122d,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,4,1,semi,matched_by_title,stage1_prescreen_semi:19,1,prescreen_semi,semi,PreScreen_semi,prescreen_semi,legacy_quality_only,2026-01-12T05:09:57.719028Z,2026-01-12T05:09:57.719045Z,quality,quality,normal,,,,,,,,True,True,True,false,false,135.21,True,10
491,46,3,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,unb9qfrl6hy_26b3b14f6ce047489259ab14d131122d,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,4,1,semi,matched_by_title,stage1_prescreen_semi:19,1,prescreen_semi,semi,PreScreen_semi,prescreen_semi,v2_structured,2026-01-14T12:59:13.983468Z,2026-01-14T12:59:13.983484Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,occlusion,corner_drift,,normal,occlusion,corner_drift,False,False,False,false,false,232.393,True,12
491,81,4,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,unb9qfrl6hy_26b3b14f6ce047489259ab14d131122d,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,4,1,semi,matched_by_title,stage1_prescreen_semi:19,1,prescreen_semi,semi,PreScreen_semi,prescreen_semi,v2_structured,2026-01-16T09:00:10.250447Z,2026-02-09T07:47:45.528782Z,difficulty;model_issue;scope,difficulty;model_issue;scope,,normal,trivial;occlusion,acceptable,,normal,trivial;occlusion,acceptable,False,False,False,false,false,14.45,True,12
492,36,2,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zr4mvmww7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:21,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,legacy_quality_only,2026-01-12T05:27:17.260571Z,2026-01-12T05:27:20.243435Z,quality,quality,normal,,,,,,,,True,True,True,false,false,7.111,True,10
492,47,3,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zr4mvmww7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,4,1,semi,matched_by_title_condition,stage3_semiauto_test:21,2,semiauto_test,semi,SemiAuto_Test,semiauto_test,v2_structured,2026-01-14T13:00:46.791969Z,2026-01-14T13:00:46.791985Z,model_issue;scope,model_issue;scope,,normal,,corner_drift,,normal,,corner_drift,False,True,False,false,false,81.968,True,11
