task_id,project_id,task_label,dataset_group,condition,stage_filter_bucket,annotation_id,worker_id,is_valid_geometry,parse_error,n_corners,geometry_hash,canonical_geometry,active_time,active_time_source,active_time_match_status,active_time_source_file,active_time_session_count,active_time_event_count,lead_time_seconds,task_valid_annotation_count,task_median_active_time,low_time_threshold,same_hash_cluster_size,same_hash_annotation_count,same_hash_worker_count,is_exact_duplicate_geometry,same_worker_duplicate_annotation_anomaly,exact_copy_low_time_event,fallback_low_time_duplicate_audit,event_basis
3053,28,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,PreScreen_manual,manual,explicit_p1,4037,2,True,,8,33ce6b080405a7424aefa4ca25198d6bd1f8a7bbbbca0339c0729a18f50653e6,"[[43.5,209.0],[43.5,332.0],[354.5,146.5],[354.5,418.0],[643.5,124.0],[643.5,436.5],[992.5,215.0],[992.5,333.0]]",319.0,log,project+task+annotator,active_times_2026-06-17.jsonl,1,41,426.421,14,145.5,36.375,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3053,28,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,PreScreen_manual,manual,explicit_p1,4614,19,True,,7,45bbfdfeb789193dd3693243dcaefdea2c9c5c0802c979bd45e268b93405fef6,"[[65.5,347.5],[73.0,200.0],[353.0,140.0],[446.5,73.0],[450.5,440.0],[975.0,191.0],[976.5,353.0]]",22.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,3,15.08,14,145.5,36.375,1,1,1,False,False,False,False,
3053,28,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,PreScreen_manual,manual,explicit_p1,4697,18,True,,8,33ce6b080405a7424aefa4ca25198d6bd1f8a7bbbbca0339c0729a18f50653e6,"[[43.5,209.0],[43.5,332.0],[354.5,146.5],[354.5,418.0],[643.5,124.0],[643.5,436.5],[992.5,215.0],[992.5,333.0]]",183.0,log,project+task+annotator,active_times_2026-05-25.jsonl;active_times_2026-06-28.jsonl,2,11,75.423,14,145.5,36.375,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3053,28,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,PreScreen_manual,manual,explicit_p1,4813,1,True,,12,486fdcf898807d343589933de5e02a476f69ad806c11ec353208b0a12eaf99ad,"[[63.5,352.0],[71.5,201.0],[360.0,143.0],[364.0,378.0],[443.5,83.5],[451.5,445.5],[662.0,127.5],[664.0,437.5],[833.0,445.5],[837.0,115.5],[978.5,189.0],[980.5,370.0]]",119.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,4,48.496,14,145.5,36.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3134,17,True,,12,a2bac66f61dbe41eb61594adb18031a9c51f9c2bd5b8aef75eac853bfc3b71b9,"[[131.0,128.0],[133.0,413.5],[475.0,204.0],[475.0,325.5],[538.0,326.5],[539.5,200.0],[658.5,440.0],[659.5,98.0],[708.5,125.5],[714.0,413.5],[876.5,403.0],[879.0,136.5]]",863.0,log,project+task+annotator,active_times_2026-05-19.jsonl,1,43,1140.4080000000001,14,137.5,34.375,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3191,10,True,,8,228d0fbeb1c3478f5ecf1409c3223013c62653ed80aeb8cf3a74b92ff93ca90f,"[[133.5,130.5],[136.5,409.0],[357.5,115.0],[363.5,421.0],[706.0,124.0],[706.0,409.0],[872.5,409.0],[881.5,139.5]]",137.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,5,131.107,14,137.5,34.375,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3222,15,True,,8,2ac5fb787bc2bccf8bf7baef444aee3beebc2c7705da48a579a05c1618469f79,"[[132.0,129.0],[133.5,414.0],[357.5,120.5],[359.0,420.0],[705.0,125.0],[710.5,418.5],[869.5,405.5],[878.0,140.5]]",850.0,log,project+task+annotator,active_times_2026-05-21.jsonl;active_times_2026-06-01.jsonl,2,46,737.01,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3303,6,True,,12,a2bac66f61dbe41eb61594adb18031a9c51f9c2bd5b8aef75eac853bfc3b71b9,"[[131.0,128.0],[133.0,413.5],[475.0,204.0],[475.0,325.5],[538.0,326.5],[539.5,200.0],[658.5,440.0],[659.5,98.0],[708.5,125.5],[714.0,413.5],[876.5,403.0],[879.0,136.5]]",54.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,5,4.492,14,137.5,34.375,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3359,13,True,,8,228d0fbeb1c3478f5ecf1409c3223013c62653ed80aeb8cf3a74b92ff93ca90f,"[[133.5,130.5],[136.5,409.0],[357.5,115.0],[363.5,421.0],[706.0,124.0],[706.0,409.0],[872.5,409.0],[881.5,139.5]]",47.0,log,project+task+annotator,active_times_2026-05-25.jsonl;active_times_2026-06-11.jsonl,2,3,36.342,14,137.5,34.375,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3454,12,True,,10,13597bfcf4084e8f4555d3620c8e43d0cc518c134c6d93ab917476ac33d367ed,"[[125.0,415.0],[127.0,127.0],[475.5,315.0],[477.5,202.5],[536.0,198.0],[546.5,340.0],[707.0,127.0],[721.5,406.5],[872.0,402.5],[874.0,139.5]]",76.13,lead_time_fallback,fallback_no_direct_log,,0,0,76.13,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3529,14,True,,8,20fec28611ffd73c265747a77e4386825ee0285aa5aa72d128a936b48c9ee085,"[[133.5,130.5],[136.5,409.0],[357.5,115.0],[363.5,421.0],[706.0,124.0],[710.5,415.5],[886.0,415.5],[888.0,139.5]]",13.869,lead_time_fallback,fallback_no_direct_log,,0,0,13.869,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3559,11,True,,10,4c85c98d82c3ed8d3af9d5e587a0d8252c6408c4136156822327e061de18737d,"[[127.0,414.0],[129.5,129.5],[476.0,203.5],[478.0,328.5],[541.0,337.5],[543.0,196.5],[693.5,430.0],[707.5,132.0],[887.5,425.5],[890.0,129.5]]",222.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,11,207.557,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3697,21,True,,10,e8c396cf724d87dad41c1a97ae4fa18d16a58bc8b404ee57dfce4c80e3965fb8,"[[127.0,414.0],[129.5,129.5],[476.0,203.5],[478.0,328.5],[541.0,337.5],[543.0,196.5],[703.0,129.0],[709.5,422.5],[887.5,425.5],[890.0,129.5]]",38.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,3,34.036,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,3743,8,True,,8,f06bef202b3598220e772e09d9f234291621864b08f3fbb4e1968be4411a62a0,"[[133.5,127.0],[133.5,415.0],[360.5,121.0],[360.5,421.0],[709.0,127.0],[709.0,412.0],[887.5,139.5],[887.5,406.0]]",228.0,log,project+task+annotator,active_times_2026-06-12.jsonl,1,10,198.262,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,4039,2,True,,16,0bd5c0a116cc27e1bcd189dec8db7f7ddd6fa88c8705c322082abc7be2a8c895,"[[132.0,129.5],[133.0,415.0],[459.0,179.5],[459.0,345.0],[636.0,430.5],[640.0,106.0],[658.0,96.0],[658.0,439.5],[676.0,215.0],[676.0,312.5],[704.5,123.0],[704.5,417.5],[737.5,210.0],[737.5,322.5],[878.0,139.0],[878.0,406.0]]",259.0,log,project+task+annotator,active_times_2026-06-17.jsonl;active_times_2026-06-29.jsonl,2,23,366.274,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,4615,19,True,,9,7c9f5abe427e527235f3d682594d1e65b62793890d8632814f73be9e05866a7d,"[[127.0,129.5],[132.0,416.0],[462.0,341.5],[464.5,210.5],[544.0,188.5],[700.5,428.5],[703.0,128.5],[880.5,422.0],[884.0,145.0]]",18.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,4,17.283,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,4698,18,True,,8,190666ca731ff12cccee3ea0621bd0dab63e634ee3e299914ca25d737e2fcb94,"[[132.0,129.5],[133.0,415.0],[459.0,179.5],[459.0,345.0],[658.0,96.0],[658.0,439.5],[878.0,139.0],[878.0,406.0]]",95.0,log,project+task+annotator,active_times_2026-06-28.jsonl,1,16,364.052,14,137.5,34.375,1,1,1,False,False,False,False,
3054,28,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,explicit_p1,4814,1,True,,16,52a4e6baab32b28d436e8030667b355f97d61722f080235f790c4980b4d21369,"[[131.0,415.5],[139.0,135.0],[463.5,338.0],[473.0,201.0],[634.5,429.5],[642.0,113.5],[656.0,437.5],[658.0,109.5],[708.0,127.5],[710.0,334.0],[716.0,230.5],[724.0,413.5],[767.5,332.0],[771.5,230.5],[887.0,141.0],[891.0,413.5]]",138.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,6,109.154,14,137.5,34.375,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3135,17,True,,8,aedb1176b04c2933d9d6d2dce7a4a5737cbb7429c42e639c13e1a495fe851f72,"[[194.5,373.5],[200.0,172.5],[419.0,205.0],[422.5,328.5],[593.0,325.5],[595.0,202.0],[848.5,158.0],[848.5,376.5]]",87.0,log,project+task+annotator,active_times_2026-05-19.jsonl,1,6,82.86,14,69.0,17.25,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3192,10,True,,8,0eedec4320efc9b7670087c942adcda583dd911b1589c27dbb62e6423aa32216,"[[191.0,372.5],[194.0,166.5],[418.0,324.0],[421.0,203.0],[597.0,200.0],[597.0,327.0],[842.0,157.5],[845.5,378.5]]",46.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,4,32.963,14,69.0,17.25,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3304,6,True,,8,aedb1176b04c2933d9d6d2dce7a4a5737cbb7429c42e639c13e1a495fe851f72,"[[194.5,373.5],[200.0,172.5],[419.0,205.0],[422.5,328.5],[593.0,325.5],[595.0,202.0],[848.5,158.0],[848.5,376.5]]",27.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,4,2.283,14,69.0,17.25,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3360,13,True,,8,5afd73f36c02345ffd35785bf348bf27791fccdb76c3be6c60efe277190e65c2,"[[191.0,372.5],[194.0,166.5],[418.0,324.0],[421.0,203.0],[597.0,200.0],[597.0,327.0],[842.0,160.0],[845.5,378.5]]",46.0,log,project+task+annotator,active_times_2026-05-25.jsonl;active_times_2026-06-11.jsonl,2,4,14.536,14,69.0,17.25,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3455,12,True,,8,96ec83d4d923fc6f44c0ff810e11b9c02f562ac1ca53b8ba81c4d7946a0c74be,"[[177.5,377.5],[190.0,175.0],[421.5,208.5],[425.5,321.0],[588.0,325.5],[596.5,206.5],[819.5,187.5],[824.0,375.5]]",119.808,lead_time_fallback,fallback_no_direct_log,,0,0,119.808,14,69.0,17.25,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3530,14,True,,8,5afd73f36c02345ffd35785bf348bf27791fccdb76c3be6c60efe277190e65c2,"[[191.0,372.5],[194.0,166.5],[418.0,324.0],[421.0,203.0],[597.0,200.0],[597.0,327.0],[842.0,160.0],[845.5,378.5]]",2.689,lead_time_fallback,fallback_no_direct_log,,0,0,2.689,14,69.0,17.25,2,2,2,True,False,False,True,exact_geometry_duplicate+lead_time_low_fallback_only
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3560,11,True,,8,a3d5513a4c850047f92e499e6d137ac702a9eecb30cecaa616e14df941130aaf,"[[191.0,378.5],[200.5,174.0],[422.0,205.5],[422.0,327.0],[589.5,331.0],[594.5,203.0],[834.5,167.5],[839.0,377.0]]",158.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,30,82.635,14,69.0,17.25,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3622,15,True,,8,f467181fd1de9aa325dc000d90617fcbc06308832a4925b35bce309d6868396a,"[[197.0,174.5],[197.0,372.5],[421.0,206.5],[423.0,326.5],[593.5,205.0],[593.5,324.5],[833.0,375.0],[837.5,163.5]]",294.0,log,project+task+annotator,active_times_2026-06-01.jsonl,1,11,268.684,14,69.0,17.25,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3698,21,True,,8,5a11856a13fe5d3f5596a62b3fc0f92912fa8ca40075d89a37e4561a232b04fc,"[[197.0,174.5],[197.0,372.5],[421.0,206.5],[423.0,326.5],[594.5,206.0],[597.0,324.5],[833.0,375.0],[837.5,163.5]]",45.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,4,40.805,14,69.0,17.25,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,3744,8,True,,8,8253a8f054b2497217ae90b3f24d643ee5f87b2a32e14b3e249969f80434b3f6,"[[198.0,173.5],[198.0,365.5],[425.0,207.0],[425.0,320.5],[597.0,205.0],[597.0,320.5],[830.0,163.5],[830.0,372.5]]",208.0,log,project+task+annotator,active_times_2026-06-12.jsonl,1,8,191.636,14,69.0,17.25,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,4616,19,True,,10,cfe6ac4be2d16c2e05d317f4f2112ecfc2125e149309cc7e60abc730d545384c,"[[194.0,168.0],[214.5,374.5],[419.5,206.5],[419.5,319.5],[591.5,332.5],[595.5,201.5],[731.5,371.0],[732.5,176.0],[811.0,194.0],[812.5,376.0]]",149.0,log,project+task+annotator,active_times_2026-06-27.jsonl;active_times_2026-06-29.jsonl,2,14,21.079,14,69.0,17.25,1,1,1,False,False,False,False,
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,4699,18,True,,8,8f3ca27e7f6cdeb3a1a52679ad96cced17e314af9d21451eccb29e2f14fcbe7a,"[[196.0,169.0],[198.0,369.0],[421.5,319.0],[423.5,208.5],[590.0,317.0],[596.5,206.5],[840.5,377.5],[846.5,160.5]]",175.0,log,project+task+annotator,active_times_2026-06-28.jsonl,1,9,78.705,14,69.0,17.25,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,4711,2,True,,8,8f3ca27e7f6cdeb3a1a52679ad96cced17e314af9d21451eccb29e2f14fcbe7a,"[[196.0,169.0],[198.0,369.0],[421.5,319.0],[423.5,208.5],[590.0,317.0],[596.5,206.5],[840.5,377.5],[846.5,160.5]]",28.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,6,3.768,14,69.0,17.25,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3055,28,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,explicit_p1,4815,1,True,,8,4b650d29336ece16fe0fc21fc7bb025bc424aa7c9479822c2b17556fa8e394c4,"[[195.0,173.0],[205.0,356.0],[421.5,324.0],[429.5,213.0],[596.5,205.0],[596.5,332.0],[839.0,364.0],[843.0,181.0]]",51.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,3,23.072,14,69.0,17.25,1,1,1,False,False,False,False,
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3136,17,True,,8,9801598a1df3db1a119b8e42625b716d002ac39473d6d66a80006e7b11085865,"[[159.5,134.0],[162.5,415.0],[327.5,125.5],[329.5,425.5],[679.0,438.0],[681.5,107.0],[889.5,429.0],[892.0,121.0]]",47.0,log,project+task+annotator,active_times_2026-05-19.jsonl,1,4,57.426,14,55.5,13.875,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3193,10,True,,8,46d098ce992ee82fc1560c53a50b079407ec3d6cf67941128906ea9a2daa62c5,"[[157.5,133.5],[160.5,427.0],[348.5,136.5],[348.5,418.0],[648.5,121.0],[654.5,433.0],[887.5,430.0],[893.5,130.5]]",36.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,3,29.531,14,55.5,13.875,1,1,1,False,False,False,False,
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3305,6,True,,8,9801598a1df3db1a119b8e42625b716d002ac39473d6d66a80006e7b11085865,"[[159.5,134.0],[162.5,415.0],[327.5,125.5],[329.5,425.5],[679.0,438.0],[681.5,107.0],[889.5,429.0],[892.0,121.0]]",28.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,3,5.518,14,55.5,13.875,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3361,13,True,,8,a883ec44804bfa08f79ccfa759d3549693f4cdd6cff334560e7676da2ee37b51,"[[160.5,427.0],[163.0,154.5],[348.5,418.0],[351.0,144.5],[654.5,433.0],[656.5,137.0],[887.5,430.0],[896.5,138.5]]",77.0,log,project+task+annotator,active_times_2026-05-25.jsonl,1,5,55.406,14,55.5,13.875,2,2,2,True,False,False,False,exact_geometry_duplicate_time_not_low_or_not_primary
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3456,12,True,,8,16e54469e77a6659c295d686ad7d1add638ff1609218512beae6c568604576ee,"[[156.5,150.0],[156.5,396.5],[344.0,158.5],[344.0,409.0],[665.5,415.0],[667.5,152.0],[886.5,131.5],[890.5,423.5]]",22.194,lead_time_fallback,fallback_no_direct_log,,0,0,22.194,14,55.5,13.875,1,1,1,False,False,False,False,
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3531,14,True,,8,a883ec44804bfa08f79ccfa759d3549693f4cdd6cff334560e7676da2ee37b51,"[[160.5,427.0],[163.0,154.5],[348.5,418.0],[351.0,144.5],[654.5,433.0],[656.5,137.0],[887.5,430.0],[896.5,138.5]]",1.153,lead_time_fallback,fallback_no_direct_log,,0,0,1.153,14,55.5,13.875,2,2,2,True,False,False,True,exact_geometry_duplicate+lead_time_low_fallback_only
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3561,11,True,,8,10ddb5359e7d0b93e90ab75dc96d6a4a9105a262aec67dd1c47ae7ac7c31e91b,"[[162.5,137.0],[164.5,436.5],[350.5,420.5],[358.5,131.0],[653.5,426.5],[657.5,123.5],[892.5,125.0],[892.5,432.5]]",109.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,4,97.65,14,55.5,13.875,1,1,1,False,False,False,False,
3056,28,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,PreScreen_manual,manual,explicit_p1,3623,15,True,,8,95272b8770b1b614e10e1cff0fa5af35242c67b34ee429a6be4dbc68ef328339,"[[159.0,138.5],[160.5,426.0],[345.5,135.5],[350.0,420.0],[653.5,121.0],[655.0,427.5],[888.5,122.5],[888.5,433.0]]",270.0,log,project+task+annotator,active_times_2026-06-01.jsonl,1,11,269.661,14,55.5,13.875,1,1,1,False,False,False,False,
