id,code,image_id,worker,condition,stage,excluded_worker,old_valid,old_reason,old_method,opposite_hemisphere_status,opposite_matching_tied,opposite_matching_margin,same_hemisphere_pairs,short_spans_lt10,event_values_changed,self_boundary_distance,pair_indices_changed
95c53ad8a5a96289,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W010,oos,P1,False,True,,raw_order_pairing,available,False,66.65088757396416,0.0,0.0,False,0.0,False
255bcfbc04e42564,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W011,oos,P1,False,True,,raw_order_pairing,available,False,73.96839729119642,0.0,0.0,False,0.0,False
9e238cb62af7d82e,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W012,oos,P1,False,True,,raw_order_pairing,available,False,75.07942973523421,0.0,0.0,False,0.0,False
dcf84084e2f4a4bf,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W013,oos,P1,False,True,,raw_order_pairing,available,False,66.65088757396416,0.0,0.0,False,0.0,False
85ae90c2f81b66df,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W014,oos,P1,False,True,,raw_order_pairing,available,False,77.08213578835148,0.0,0.0,False,0.0,False
c345eac5108fcf77,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W015,oos,P1,False,True,,circular_x_pairing,available,False,75.51396271617875,0.0,0.0,False,0.0,False
db928628d69b3f0a,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W017,oos,P1,False,True,,raw_order_pairing,available,False,59.04144144144152,2.0,2.0,True,0.46921346813343423,True
4785d000f2625c42,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W018,oos,P1,False,True,,raw_order_pairing,available,False,75.07942973523416,0.0,0.0,False,0.0,False
712e3eb9664c8fbc,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W019,oos,P1,True,True,,raw_order_pairing,available,False,79.55889724310777,0.0,0.0,False,0.0,False
dc2410f47b0ae7f6,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W002,oos,P1,False,True,,raw_order_pairing,available,False,82.12531328320802,0.0,0.0,False,0.0,False
e5a17929a8d3ddab,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W021,oos,P1,False,True,,circular_x_pairing,available,False,75.51396271617875,0.0,0.0,False,0.0,False
f7cef468b7fc1a50,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W026,oos,P1,True,False,shape_invalid,circular_x_pairing,shape_or_count,,,,,,,
03e01729807e10b2,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W027,oos,P1,False,True,,raw_order_pairing,available,False,67.70247933884286,2.0,0.0,True,0.2203972160570511,True
8cd45265d79ac735,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W028,oos,P1,False,True,,raw_order_pairing,available,False,80.05349934912647,0.0,0.0,False,0.0,False
f7889df0393772a8,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W029,oos,P1,False,True,,raw_order_pairing,available,False,71.9679659415599,0.0,0.0,False,0.0,False
42cd5a13d2ad90e1,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W030,oos,P1,False,True,,circular_x_pairing,available,False,76.5918699186991,0.0,0.0,False,0.0,False
8044ecb0849dfec0,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W031,oos,P1,False,True,,circular_x_pairing,available,False,76.86605076644105,0.0,0.0,False,0.0,False
31ba2b8e12c0dae4,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W032,oos,P1,False,True,,circular_x_pairing,available,False,61.92302636439058,0.0,0.0,False,0.0,False
8ada6a2e55916c35,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W033,oos,P1,False,True,,circular_x_pairing,available,False,79.19446739432459,0.0,0.0,False,0.0,False
5dec5e1874a7a054,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W034,oos,P1,False,True,,raw_order_pairing,available,False,73.10805501323972,0.0,0.0,False,0.0,False
b66bb9496c68e5be,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W035,oos,P1,False,True,,circular_x_pairing,available,False,79.65502973156885,0.0,0.0,False,0.0,False
9f069c3bb68abdf2,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W036,oos,P1,False,True,,raw_order_pairing,available,False,77.37820476071897,0.0,0.0,False,0.0,False
60bba1fdafe4c9bd,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W037,oos,P1,False,True,,circular_x_pairing,available,False,66.75216291233255,0.0,0.0,False,0.0,False
62350f1ba1f6f629,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W006,oos,P1,False,True,,raw_order_pairing,available,False,70.76422764227641,0.0,0.0,False,0.0,False
ced04aaa4e1efa7e,7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,W008,oos,P1,False,True,,circular_x_pairing,available,False,74.41583588072672,0.0,0.0,False,0.0,False
a800c13498de5044,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W001,oos,P1,False,True,,raw_order_pairing,available,False,63.62718446601946,0.0,0.0,False,0.0,False
82fb1dbda549df08,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W010,oos,P1,False,True,,raw_order_pairing,available,False,42.414201183432056,0.0,0.0,False,0.0,False
b2e72f1eccfff1ce,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W011,oos,P1,False,True,,raw_order_pairing,available,False,24.534814886068943,0.0,0.0,False,0.0,False
a3ab6a5900bc68ec,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W012,oos,P1,False,True,,raw_order_pairing,available,False,75.07942973523416,0.0,0.0,False,0.0,False
0425a943a10eec7b,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W013,oos,P1,False,True,,raw_order_pairing,available,False,42.414201183432056,0.0,0.0,False,0.0,False
58c295ccb812be32,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W014,oos,P1,False,True,,raw_order_pairing,available,False,24.534814886068943,0.0,0.0,False,0.0,False
27dbf5c9cdf792b8,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W015,oos,P1,False,True,,raw_order_pairing,available,False,85.09695290858724,0.0,0.0,False,0.0,False
3aa0bf741c4b39c3,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W017,oos,P1,False,True,,raw_order_pairing,available,False,92.2522522522521,0.0,0.0,False,0.0,False
bf04983c0e9d6481,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W018,oos,P1,False,True,,circular_x_pairing,available,False,12.513238289205788,0.0,0.0,False,0.0,False
00a98959a0e8cc08,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W019,oos,P1,True,True,,raw_order_pairing,available,False,76.99248120300751,0.0,0.0,False,0.0,False
2cb026abc8f06cca,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W002,oos,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
c16f76b61a0c2732,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W021,oos,P1,False,True,,raw_order_pairing,available,False,91.26393299799622,0.0,0.0,False,0.0,False
626ac6adf5415dd2,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W026,oos,P1,True,False,shape_invalid,circular_x_pairing,shape_or_count,,,,,,,
1c503eddee825845,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W027,oos,P1,False,True,,raw_order_pairing,available,False,19.746556473829287,0.0,0.0,False,0.0,False
4646bfc46dc3b9ce,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W028,oos,P1,False,True,,raw_order_pairing,available,False,12.506642024703751,0.0,0.0,False,0.0,False
bba1f0de8ac71831,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W029,oos,P1,False,True,,raw_order_pairing,available,False,97.20801979791372,0.0,0.0,False,0.0,False
925ff212fc8d9104,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W030,oos,P1,False,True,,raw_order_pairing,available,False,23.947553926133423,0.0,0.0,False,0.0,False
32eaa5e855ae90ee,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W031,oos,P1,False,True,,circular_x_pairing,available,False,50.061098893388476,0.0,0.0,False,0.0,False
628f11c0e0520639,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W032,oos,P1,False,True,,circular_x_pairing,available,False,15.002588707082396,0.0,0.0,False,0.0,False
ffa6a35684824582,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W033,oos,P1,False,True,,raw_order_pairing,available,False,56.43593609884749,0.0,0.0,False,0.0,False
7ed4383a08375303,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W034,oos,P1,False,True,,raw_order_pairing,available,False,25.86423694095072,0.0,0.0,False,0.0,False
81feb0e35cc60306,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W035,oos,P1,False,True,,circular_x_pairing,available,False,51.35185493703489,0.0,0.0,False,0.0,False
f227fac3913dbc27,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W036,oos,P1,False,True,,raw_order_pairing,available,False,53.76881174229504,0.0,0.0,False,0.0,False
4d3e4911d8f07aa2,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W037,oos,P1,False,False,odd_keypoint_count,circular_x_pairing,shape_or_count,,,,,,,
075417b5f26b1723,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W006,oos,P1,False,True,,raw_order_pairing,available,False,42.414201183432056,0.0,0.0,False,0.0,False
bf182260d97e72b4,7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W008,oos,P1,False,True,,circular_x_pairing,available,False,97.81898997116548,0.0,0.0,False,0.0,False
babc4e1b7d60b5ce,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W001,semi,P1,False,True,,raw_order_pairing,available,False,63.6271844660194,0.0,0.0,False,0.0,False
1106d9b3309125ae,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W010,semi,P1,False,True,,raw_order_pairing,available,False,37.14274453047324,0.0,0.0,False,0.0,False
b11846422ee8df2c,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W011,semi,P1,False,True,,raw_order_pairing,available,False,14.0,0.0,0.0,False,0.0,False
38972f7a8ac6e59e,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W012,semi,P1,False,True,,raw_order_pairing,available,False,75.07942973523421,0.0,0.0,False,0.0,False
e13f31dcfeca786f,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W013,semi,P1,False,True,,raw_order_pairing,available,False,37.14274453047324,0.0,0.0,False,0.0,False
c98ff21fd3ac34dc,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W014,semi,P1,False,True,,raw_order_pairing,available,False,57.79484537080941,0.0,0.0,False,0.0,False
ed7c1f77254fbb2a,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W015,semi,P1,False,True,,raw_order_pairing,available,False,56.37447225804556,0.0,0.0,False,0.0,False
f9d6980bfc9259bd,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W017,semi,P1,False,True,,raw_order_pairing,available,False,59.28328507101378,0.0,0.0,False,0.0,False
dee69b2b7ab15827,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W018,semi,P1,False,True,,raw_order_pairing,available,False,37.14274453047324,0.0,0.0,False,0.0,False
708d8e2dff95ff2d,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W019,semi,P1,True,True,,raw_order_pairing,available,False,56.37447225804556,0.0,0.0,False,0.0,False
6d3c8739804e5920,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W002,semi,P1,False,True,,raw_order_pairing,available,False,49.97482473097455,0.0,0.0,False,0.0,False
d46ea988f490ef0f,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W021,semi,P1,False,True,,raw_order_pairing,available,False,56.37447225804556,0.0,0.0,False,0.0,False
a655ba3039d8cfc4,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W026,semi,P1,True,True,,raw_order_pairing,available,False,14.0,0.0,0.0,False,0.0,False
243708573fc746f4,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W027,semi,P1,False,True,,raw_order_pairing,available,False,37.14274453047324,0.0,0.0,False,0.0,False
843ee33e6df34cd4,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W028,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
618e8cec7d276f9c,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W029,semi,P1,False,True,,raw_order_pairing,available,False,48.7941412224929,0.0,0.0,False,0.0,False
c0d2a3ea11db107a,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W030,semi,P1,False,True,,raw_order_pairing,available,False,56.611382113821094,0.0,0.0,False,0.0,False
5ff7ca831e9c5ad8,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W031,semi,P1,False,True,,circular_x_pairing,available,False,inf,0.0,0.0,False,0.0,False
b8541e4707e39e94,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W032,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
4d2388c60747a53d,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W033,semi,P1,False,True,,raw_order_pairing,available,False,52.26438322314016,0.0,0.0,False,0.0,False
1bbc73c77d272720,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W034,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
c4bc31bc73053a93,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W035,semi,P1,False,True,,circular_x_pairing,available,False,98.83962974566208,0.0,0.0,False,0.0,False
e2305061fc73b67a,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W036,semi,P1,False,True,,raw_order_pairing,available,False,42.34792294478507,0.0,0.0,False,0.0,False
e805d3344d24834a,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W037,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
3d27ec416166fb40,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W006,semi,P1,False,True,,raw_order_pairing,available,False,57.79484537080941,0.0,0.0,False,0.0,False
8a6c9350ded9f505,7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,W008,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
8ded0001dfe26e8d,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W001,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
21dc98163be065c0,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W010,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
6c4eb5c014ae5538,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W011,semi,P1,False,True,,raw_order_pairing,available,False,20.0,0.0,0.0,False,0.0,False
e7ac757b87291eaa,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W012,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
a5152b786b6b4257,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W013,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
7c839cd20c00cf4d,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W014,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
59a06a020567d554,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W015,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
09357be7fb68e08a,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W017,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
98eadb4d0d25287d,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W018,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
21917165006a2616,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W019,semi,P1,True,True,,raw_order_pairing,available,False,20.0,0.0,0.0,False,0.0,False
185f571fb1f1fa61,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W002,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
726df974bcd4c84b,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W021,semi,P1,False,True,,raw_order_pairing,available,False,20.0,0.0,0.0,False,0.0,False
7545785ecf7e44b3,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W026,semi,P1,True,True,,raw_order_pairing,available,False,20.0,0.0,0.0,False,0.0,False
6999db3ebf3ef330,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W027,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
cd3a2f4a0e0ad07e,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W028,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
2d656d0b379aca23,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W029,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
272f8ef889915150,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W030,semi,P1,False,True,,circular_x_pairing,available,False,inf,0.0,0.0,False,0.0,False
55e7158552d3913a,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W031,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
8426a252a40fabd5,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W032,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
7a24ac2a83e02abb,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W033,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
a97df3618c618b1a,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W034,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
b62a4df9e1645fe7,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W035,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
43fca0253b1b4fff,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W036,semi,P1,False,True,,raw_order_pairing,available,False,20.0,0.0,0.0,False,0.0,False
717840fe8221eba6,B6ByNegPMKs-10,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,W037,semi,P1,False,True,,raw_order_pairing,available,False,inf,0.0,0.0,False,0.0,False
