dataset_group,base_task_id,building_id,project_id,runtime_task_id,worker_id,annotation_id,strict_valid_support,task_mask_dispersion,leave_one_worker_out_mask_dispersion,active_time_seconds,log1p_active_time,active_time_status,formal_assignment_eligible,task_worker_time_analysis_eligible,difficulty_tags_json,difficulty_raw_values_json,difficulty_trivial,difficulty_nontrivial,difficulty_nontrivial_tag_count,difficulty_occlusion,difficulty_seam,raw_point_count,raw_valid,repair_applied,peer_distance_mean,corner_pair_count,log_active_time,active_time_owner_valid_status,active_time_seconds_v2
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,15,6453,23,0.0441875928212912,0.0451704387822231,207.0,5.337538079701318,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.033867710231506254,4.0,5.337538079701318,owner_valid_complete,207.0
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,17,6188,23,0.0441875928212912,0.0449124221894591,160.0,5.081404364984463,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.03657688445552826,4.0,5.081404364984463,owner_valid_complete,160.0
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,18,6522,23,0.0441875928212912,0.0451612157672676,119.0,4.787491742782046,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,False,0.03396455188853903,4.0,4.787491742782046,owner_valid_complete,119.0
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,2,4843,23,0.0441875928212912,0.0451612157672676,75.0,4.330733340286331,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,False,0.03396455188853903,4.0,4.330733340286331,owner_valid_complete,75.0
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,6,6249,23,0.0441875928212912,0.0451574261833102,2.0,1.0986122886681096,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.03400434252009171,4.0,1.0986122886681098,owner_valid_complete,2.0
C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,69,3294,8,6105,23,0.0441875928212912,0.0453829206655637,130.0,4.875197323201151,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.03163665045642994,4.0,4.875197323201151,owner_valid_complete,130.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,27,5819,23,0.0286577378211824,0.0289544613878203,415.0,6.030685260261263,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,False,0.02554214037148439,4.0,6.030685260261263,owner_valid_complete,415.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,28,5772,23,0.0286577378211824,0.0283670651974012,123.0,4.820281565605037,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.031709800370884944,4.0,4.820281565605037,owner_valid_complete,123.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,29,6425,23,0.0286577378211824,0.0290363132193741,406.0,6.008813185442595,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.02468269614016949,4.0,6.008813185442595,owner_valid_complete,406.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,30,6006,23,0.0286577378211824,0.0272333922839302,43.0,3.784189633918261,eligible,True,True,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,8,True,False,0.04361336596233045,4.0,3.784189633918261,owner_valid_complete,43.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,31,5955,23,0.0286577378211824,0.029171437377189,133.0,4.897839799950911,eligible_partial_session_coverage,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.023263892483113058,4.0,4.897839799950911,partial_session_coverage_excluded_from_speed,133.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,32,6356,23,0.0286577378211824,0.0276067002324269,192.0,5.262690188904886,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,10,True,False,0.03969363250311514,5.0,5.262690188904886,owner_valid_complete,192.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,33,5811,23,0.0286577378211824,0.0291059887218012,270.0,5.602118820879701,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.023951103364684923,4.0,5.602118820879701,owner_valid_complete,270.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,34,6050,23,0.0286577378211824,0.0288513605143032,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.026624699543413954,4.0,,active_time_missing,
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,35,5930,23,0.0286577378211824,0.0284261879696364,158.0,5.068904202220232,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.031089011262415367,4.0,5.0689042022202315,owner_valid_complete,158.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,36,6082,23,0.0286577378211824,0.029212987995513,1085.0,6.990256500493881,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.022827610990711067,4.0,6.990256500493881,owner_valid_complete,1085.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,66,3191,37,5871,23,0.0286577378211824,0.0268541705313165,534.0,6.282266746896006,eligible,True,True,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,8,True,False,0.047595194364774274,4.0,6.282266746896006,owner_valid_complete,534.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,1,6305,23,0.0286577378211824,0.0273640188490352,47.0,3.8712010109078903,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,10,True,False,0.04224178702872794,5.0,3.871201010907891,owner_valid_complete,47.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,10,6170,23,0.0286577378211824,0.0290483103592793,20.0,3.044522437723423,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.02455672617116489,4.0,3.044522437723423,owner_valid_complete,20.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,11,6394,23,0.0286577378211824,0.0292669325034085,114.0,4.74493212836325,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.02226119365780832,4.0,4.74493212836325,owner_valid_complete,114.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,12,6311,23,0.0286577378211824,0.0265403491137678,26.0,3.295836866004329,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.0508903192490357,4.0,3.295836866004329,owner_valid_complete,26.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,13,6225,23,0.0286577378211824,0.0291472280409487,15.0,2.772588722239781,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.023518090513636236,4.0,2.772588722239781,owner_valid_complete,15.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,14,6495,23,0.0286577378211824,0.0292669325034085,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.02226119365780832,4.0,,active_time_missing,
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,15,6462,23,0.0286577378211824,0.0292074148557199,221.0,5.402677381872279,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.022886128958538643,4.0,5.402677381872279,owner_valid_complete,221.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,17,6197,23,0.0286577378211824,0.0293041926625884,30.0,3.4339872044851463,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.021869961986419384,4.0,3.4339872044851463,owner_valid_complete,30.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,18,6531,23,0.0286577378211824,0.0293037117858319,54.0,4.007333185232471,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.021875011192362626,4.0,4.007333185232471,owner_valid_complete,54.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,2,4852,23,0.0286577378211824,0.0293037117858319,26.0,3.295836866004329,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.021875011192362626,4.0,3.295836866004329,owner_valid_complete,26.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,6,6258,23,0.0286577378211824,0.0291472280409487,1.0,0.6931471805599453,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.023518090513636236,4.0,0.6931471805599453,owner_valid_complete,1.0
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,8,6114,23,0.0286577378211824,0.0294078739557144,124.0,4.8283137373023015,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.020781308408596377,4.0,4.8283137373023015,owner_valid_complete,124.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,27,5820,23,0.0658769585889625,0.0670397185240271,283.0,5.648974238161206,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.05366797927078426,4.0,5.648974238161206,owner_valid_complete,283.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,28,5773,23,0.0658769585889625,0.0662725138137384,116.0,4.762173934797756,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.06172362872881554,4.0,4.762173934797756,owner_valid_complete,116.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,29,6426,23,0.0658769585889625,0.0671915487181338,140.0,4.948759890378168,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.0520737622326638,4.0,4.948759890378168,owner_valid_complete,140.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,30,6007,23,0.0658769585889625,0.0670220013831595,102.0,4.634728988229636,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.05385400924989403,4.0,4.634728988229636,owner_valid_complete,102.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,31,5957,23,0.0658769585889625,0.0653924216379647,157.0,5.062595033026967,eligible_partial_session_coverage,True,True,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,8,True,False,0.07096459657443943,4.0,5.062595033026967,partial_session_coverage_excluded_from_speed,157.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,32,6357,23,0.0658769585889625,0.0667704271171072,180.0,5.198497031265826,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.05649553904344318,4.0,5.198497031265826,owner_valid_complete,180.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,33,5812,23,0.0658769585889625,0.0654254321134483,211.0,5.356586274672012,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.07061798658186169,4.0,5.356586274672012,owner_valid_complete,211.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,34,6053,23,0.0658769585889625,0.0662725138137384,,,not_evaluable,True,False,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.06172362872881554,4.0,,no_exact_canonical_version_match,
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,35,5931,23,0.0658769585889625,0.0652744777260976,116.0,4.762173934797756,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.07220300764904408,4.0,4.762173934797756,owner_valid_complete,116.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,36,6083,23,0.0658769585889625,0.0673242015928133,257.0,5.552959584921617,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.05068090704852912,4.0,5.552959584921617,owner_valid_complete,257.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,37,5872,23,0.0658769585889625,0.0573617344191183,162.0,5.093750200806762,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,12,True,False,0.15528681237232667,6.0,5.093750200806762,owner_valid_complete,162.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,1,6306,23,0.0658769585889625,0.0644152942418951,40.0,3.713572066704308,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.08122443423317027,4.0,3.713572066704308,owner_valid_complete,40.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,10,6171,23,0.0658769585889625,0.0671067001118913,57.0,4.060443010546419,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,False,0.05296467259821025,4.0,4.060443010546419,owner_valid_complete,57.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,11,6395,23,0.0658769585889625,0.065666600206684,80.0,4.394449154672439,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.06808572160288684,4.0,4.394449154672439,owner_valid_complete,80.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,12,6313,23,0.0658769585889625,0.0614839982510343,28.0,3.367295829986474,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.11200304213720857,4.0,3.367295829986474,owner_valid_complete,28.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,13,6226,23,0.0658769585889625,0.0673073067759042,5.0,1.791759469228055,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.050858302626074714,4.0,1.791759469228055,owner_valid_complete,5.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,14,6496,23,0.0658769585889625,0.065666600206684,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.06808572160288684,4.0,,active_time_missing,
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,15,6463,23,0.0658769585889625,0.0674527993185861,176.0,5.176149732573829,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.04933063092791479,4.0,5.176149732573829,owner_valid_complete,176.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,17,6198,23,0.0658769585889625,0.0673073067759042,28.0,3.367295829986474,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.050858302626074714,4.0,3.367295829986474,owner_valid_complete,28.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,18,6532,23,0.0658769585889625,0.0674874306657815,53.0,3.9889840465642745,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.04896700178236302,4.0,3.9889840465642745,owner_valid_complete,53.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,2,4853,23,0.0658769585889625,0.0674874306657815,57.0,4.060443010546419,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.04896700178236302,4.0,4.060443010546419,owner_valid_complete,57.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,6,6259,23,0.0658769585889625,0.0673073067759042,10.0,2.3978952727983707,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.050858302626074714,4.0,2.3978952727983707,owner_valid_complete,10.0
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,8,6115,23,0.0658769585889625,0.0651342826907395,145.0,4.983606621708336,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.07367505552030407,4.0,4.983606621708336,owner_valid_complete,145.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,27,5821,23,0.0645711121611318,0.0657749517095206,373.0,5.924255797414532,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,False,0.05193079690304947,4.0,5.924255797414532,owner_valid_complete,373.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,28,5774,23,0.0645711121611318,0.0475945863040859,251.0,5.529429087511423,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.2428246336601138,4.0,5.529429087511423,owner_valid_complete,251.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,29,6427,23,0.0645711121611318,0.0613689682095566,129.0,4.867534450455582,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.09819362365267148,4.0,4.867534450455582,owner_valid_complete,129.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,30,6008,23,0.0645711121611318,0.0659977623934648,64.0,4.174387269895637,eligible,True,True,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,8,True,False,0.04959128472163532,4.0,4.174387269895637,owner_valid_complete,64.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,31,5958,23,0.0645711121611318,0.0658846961137868,34.0,3.555348061489413,eligible_partial_session_coverage,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.0507784806582543,4.0,3.5553480614894135,partial_session_coverage_excluded_from_speed,34.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,32,6358,23,0.0645711121611318,0.062921164647698,113.0,4.736198448394496,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.08189556105218676,4.0,4.736198448394496,owner_valid_complete,113.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,33,5813,23,0.0645711121611318,0.0659348385918021,185.0,5.225746673713202,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,False,0.05025198463909364,4.0,5.225746673713202,owner_valid_complete,185.0
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,34,6054,23,0.0645711121611318,0.0661481570310339,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,False,0.04801214102715978,4.0,,active_time_missing,
