image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,subsample_n,expected_clusters,expected_supported,expected_singletons
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,4,1,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,6,1,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,8,1,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,10,1,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,12,1,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,16,1,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,20,1,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,4,2.60342555995,0.865612648221,1.73781291173
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,6,3.38974412315,1.08092365301,2.30882047015
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,8,4.13037359733,1.20055311494,2.92982048238
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,10,4.84057920027,1.32601506382,3.51456413645
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,12,5.52173913043,1.47826086957,4.04347826087
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,16,6.79710144928,1.86956521739,4.92753623188
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,20,7.95652173913,2.3768115942,5.57971014493
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,4,2.14163372859,0.962450592885,1.1791831357
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,6,2.69560016642,1.05164343665,1.64395672977
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,8,3.23188405797,1.10142616092,2.13045789705
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,10,3.75362318841,1.16304347826,2.59057971014
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,12,4.26086956522,1.23913043478,3.02173913043
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,16,5.23188405797,1.4347826087,3.79710144928
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,20,6.14492753623,1.6884057971,4.45652173913
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,4,2.14163372859,0.962450592885,1.1791831357
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,6,2.69560016642,1.05164343665,1.64395672977
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,8,3.23188405797,1.10142616092,2.13045789705
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,10,3.75362318841,1.16304347826,2.59057971014
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,12,4.26086956522,1.23913043478,3.02173913043
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,16,5.23188405797,1.4347826087,3.79710144928
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,20,6.14492753623,1.6884057971,4.45652173913
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,4,2.14163372859,0.962450592885,1.1791831357
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,6,2.69560016642,1.05164343665,1.64395672977
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,8,3.23188405797,1.10142616092,2.13045789705
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,10,3.75362318841,1.16304347826,2.59057971014
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,12,4.26086956522,1.23913043478,3.02173913043
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,16,5.23188405797,1.4347826087,3.79710144928
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,20,6.14492753623,1.6884057971,4.45652173913
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,4,1.97684923772,0.986448334274,0.990400903444
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,6,2.44564474427,1.05353799519,1.39210674909
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,8,2.89855072464,1.10144927536,1.79710144928
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,10,3.33695652174,1.16304347826,2.17391304348
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,12,3.76086956522,1.23913043478,2.52173913043
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,16,4.5652173913,1.4347826087,3.13043478261
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,20,5.3115942029,1.6884057971,3.6231884058
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,4,1.78938452851,1.02512704687,0.764257481649
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,6,2.14130434783,1.10855448899,1.03274985884
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,8,2.46376811594,1.20289855072,1.26086956522
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,10,2.75724637681,1.32608695652,1.43115942029
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,12,3.02173913043,1.47826086957,1.54347826087
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,16,3.46376811594,1.86956521739,1.59420289855
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,20,3.78985507246,2.3768115942,1.41304347826
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.05,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.075,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.1,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.125,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.15,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.2,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.05,6,0,0,0,4,4,6.66133814775e-16,4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.05,6,0,0,0,6,6,0,6
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.075,6,0,0,0,4,4,6.66133814775e-16,4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.075,6,0,0,0,6,6,0,6
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.1,6,0,0,0,4,3.6,0.4,3.2
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.1,6,0,0,0,6,5,1,4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.125,6,0,0,0,4,3.6,0.4,3.2
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.125,6,0,0,0,6,5,1,4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.15,6,0,0,0,4,3.6,0.4,3.2
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.15,6,0,0,0,6,5,1,4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.2,6,0,0,0,4,3.2,0.8,2.4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.2,6,0,0,0,6,4,2,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.05,6,0,0,0,4,2.33333333333,1,1.33333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.05,6,0,0,0,6,3,1,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.075,6,0,0,0,4,2.33333333333,1,1.33333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.075,6,0,0,0,6,3,1,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.1,6,0,0,0,4,2.33333333333,1,1.33333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.1,6,0,0,0,6,3,1,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.125,6,0,0,0,4,2.33333333333,1,1.33333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.125,6,0,0,0,6,3,1,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.15,6,0,0,0,4,2.33333333333,1,1.33333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.15,6,0,0,0,6,3,1,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.2,6,0,0,0,4,2.33333333333,1,1.33333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.2,6,0,0,0,6,3,1,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.05,4,0,0,0,4,1,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.075,4,0,0,0,4,1,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.1,4,0,0,0,4,1,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.125,4,0,0,0,4,1,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.15,4,0,0,0,4,1,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.2,4,0,0,0,4,1,1,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.05,5,0,0,0,4,4,0,4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.075,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.1,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.125,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.15,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.2,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.05,4,0,0,0,4,3,1,2
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.075,4,0,0,0,4,3,1,2
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.1,4,0,0,0,4,3,1,2
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.125,4,0,0,0,4,3,1,2
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.15,4,0,0,0,4,3,1,2
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.2,4,0,0,0,4,3,1,2
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.05,5,0,0,0,4,3.4,0.6,2.8
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.075,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.1,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.125,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.15,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.2,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.05,5,0,0,0,4,2.8,1.2,1.6
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.075,5,0,0,0,4,2.8,1.2,1.6
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.1,5,0,0,0,4,1.8,1,0.8
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.125,5,0,0,0,4,1.8,1,0.8
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.15,5,0,0,0,4,1.8,1,0.8
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.2,5,0,0,0,4,1.8,1,0.8
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.05,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.075,5,0,0,0,4,2.6,1,1.6
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.1,5,0,0,0,4,1.8,1,0.8
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.125,5,0,0,0,4,1.8,1,0.8
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.15,5,0,0,0,4,1.8,1,0.8
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.2,5,0,0,0,4,1.8,1,0.8
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,4,2.9926595144,0.741389045737,2.25127046866
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,6,3.97539302802,1.13404558828,2.84134743975
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,8,4.85200504167,1.42449532341,3.42750971826
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,10,5.66059198799,1.69248430598,3.96810768202
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,12,6.41303867085,1.97793877276,4.43509989808
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,16,7.76943346509,2.62055335968,5.1488801054
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,20,8.95454545455,3.31554677207,5.63899868248
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,4,2.9926595144,0.741389045737,2.25127046866
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,6,3.97539302802,1.13404558828,2.84134743975
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,8,4.85200504167,1.42449532341,3.42750971826
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,10,5.66059198799,1.69248430598,3.96810768202
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,12,6.41303867085,1.97793877276,4.43509989808
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,16,7.76943346509,2.62055335968,5.1488801054
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,20,8.95454545455,3.31554677207,5.63899868248
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,4,2.67381893469,0.89356295878,1.78025597591
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,6,3.43036197212,1.25826919076,2.17209278136
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,8,4.08541465265,1.54730234095,2.5381123117
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,10,4.66435539267,1.85931362351,2.80504176915
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,12,5.17391304348,2.21738649693,2.95652654655
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,16,6.00131752306,3.05533596838,2.94598155468
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,20,6.59947299078,4.00395256917,2.59552042161
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.125,24,0,0,0,4,2.67381893469,0.89356295878,1.78025597591
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.125,24,0,0,0,6,3.43036197212,1.25826919076,2.17209278136
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.125,24,0,0,0,8,4.08541465265,1.54730234095,2.5381123117
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.125,24,0,0,0,10,4.66435539267,1.85931362351,2.80504176915
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.125,24,0,0,0,12,5.17391304348,2.21738649693,2.95652654655
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.125,24,0,0,0,16,6.00131752306,3.05533596838,2.94598155468
